Episode,MemoryMB
30700,6.11472
30800,6.12143
30900,6.12851
31000,6.13666
31100,6.14478
31200,6.15176
31300,6.15933
31400,6.16727
31500,6.17529
31600,6.18332
31700,6.1918
31800,6.19824
31900,6.20486
32000,6.21329
32100,6.22119
32200,6.22821
32300,6.2352
32400,6.24298
32500,6.25156
32600,6.25845
32700,6.26566
32800,6.27255
32900,6.28107
33000,6.28836
33100,6.29526
33200,6.30127
33300,6.3085
33400,6.31668
33500,6.32355
33600,6.33133
33700,6.33914
33800,6.34723
33900,6.35364
34000,6.3623
34100,6.36932
34200,6.37521
34300,6.38159
34400,6.38974
34500,6.39761
34600,6.40393
34700,6.41061
34800,6.4176
34900,6.42441
35000,6.43091
35100,6.43704
35200,6.4433
35300,6.45023
35400,6.45645
35500,6.46219
35600,6.46823
35700,6.47455
35800,6.48224
35900,6.48929
36000,6.49619
36100,6.50269
36200,6.50806
36300,6.51318
36400,6.51968
36500,6.52609
36600,6.5332
36700,6.53955
36800,6.54681
36900,6.5528
37000,6.55905
37100,6.56583
37200,6.57266
37300,6.57886
37400,6.58408
37500,6.58966
37600,6.59662
37700,6.60394
37800,6.61005
37900,6.61575
38000,6.62189
38100,6.63
38200,6.63528
38300,6.64197
38400,6.64807
38500,6.65506
38600,6.66132
38700,6.66861
38800,6.67435
38900,6.67978
39000,6.68539
39100,6.69043
39200,6.69595
39300,6.70071
39400,6.70639
39500,6.71234
39600,6.71985
39700,6.72485
39800,6.72977
39900,6.73611
40000,6.74356
40100,6.75024
40200,6.75681
40300,6.7619
40400,6.76822
40500,6.77396
40600,6.78125
40700,6.78714
40800,6.79227
40900,6.79822
41000,6.80551
41100,6.81244
41200,6.81738
41300,6.82394
41400,6.82971
41500,6.83685
41600,6.84274
41700,6.84784
41800,6.85345
41900,6.85867
42000,6.86374
42100,6.87134
42200,6.87698
42300,6.88251
42400,6.888
42500,6.89355
42600,6.89966
42700,6.90497
42800,6.91064
42900,6.91708
43000,6.92184
43100,6.92706
43200,6.93295
43300,6.93781
43400,6.94415
43500,6.94876
43600,6.95419
43700,6.95987
43800,6.96558
43900,6.9715
44000,6.97644
44100,6.98178
44200,6.98685
44300,6.99326
44400,6.99805
44500,7.00412
44600,7.0094
44700,7.01538
44800,7.02173
44900,7.02582
45000,7.0311
45100,7.03229
45200,7.03778
45300,7.04343
45400,7.04764
45500,7.05325
45600,7.05823
45700,7.06445
45800,7.07022
45900,7.07529
46000,7.08102
46100,7.08652
46200,7.09241
46300,7.09726
46400,7.10196
46500,7.10663
46600,7.11267
46700,7.1185
46800,7.12457
46900,7.13025
47000,7.13596
47100,7.14206
47200,7.14691
47300,7.15115
47400,7.15582
47500,7.16074
47600,7.16568
47700,7.17117
47800,7.17737
47900,7.18298
48000,7.18811
48100,7.19339
48200,7.19806
48300,7.20325
48400,7.20822
48500,7.21512
48600,7.22043
48700,7.22513
48800,7.22986
48900,7.23462
49000,7.23907
49100,7.2438
49200,7.2496
49300,7.25409
49400,7.25964
49500,7.26556
49600,7.27014
49700,7.27582
49800,7.28018
49900,7.28424
50000,7.28961
50100,7.2941
50200,7.29907
50300,7.30331
50400,7.30746
50500,7.31158
50600,7.31702
50700,7.32172
50800,7.32651
50900,7.33078
51000,7.33554
51100,7.33936
51200,7.34479
51300,7.34943
51400,7.35361
51500,7.35797
51600,7.36374
51700,7.36945
51800,7.37448
51900,7.37851
52000,7.38275
52100,7.38705
52200,7.39218
52300,7.39658
52400,7.40155
52500,7.4053
52600,7.40945
52700,7.4133
52800,7.41815
52900,7.42184
53000,7.42651
53100,7.43268
53200,7.43536
53300,7.43942
53400,7.44412
53500,7.44989
53600,7.45526
53700,7.45831
53800,7.46378
53900,7.46896
54000,7.47241
54100,7.47742
54200,7.48251
54300,7.48654
54400,7.49066
54500,7.49475
54600,7.4986
54700,7.50342
54800,7.50876
54900,7.51321
55000,7.51685
55100,7.52078
55200,7.52588
55300,7.52988
55400,7.53452
55500,7.53876
55600,7.54138
55700,7.54605
55800,7.55023
55900,7.55475
56000,7.5592
56100,7.56451
56200,7.56741
56300,7.57074
56400,7.57474
56500,7.5798
56600,7.58414
56700,7.58826
56800,7.5918
56900,7.59586
57000,7.59998
57100,7.60397
57200,7.60837
57300,7.61362
57400,7.61801
57500,7.62344
57600,7.62726
57700,7.63168
57800,7.63483
57900,7.64032
58000,7.64401
58100,7.64859
58200,7.65323
58300,7.65643
58400,7.66187
58500,7.66602
58600,7.66992
58700,7.67419
58800,7.67743
58900,7.68201
59000,7.68558
59100,7.689
59200,7.6937
59300,7.69775
59400,7.70114
59500,7.70474
59600,7.70859
59700,7.71301
59800,7.71817
59900,7.72208
60000,7.72623
60100,7.7298
60200,7.73315
60300,7.73813
60400,7.74188
60500,7.74536
60600,7.74921
60700,7.75299
60800,7.75772
60900,7.7623
61000,7.76535
61100,7.76913
61200,7.77411
61300,7.7785
61400,7.78171
61500,7.78665
61600,7.78979
61700,7.7933
61800,7.79764
61900,7.80145
62000,7.80481
62100,7.80832
62200,7.81189
62300,7.81549
62400,7.82004
62500,7.82382
62600,7.82791
62700,7.83163
62800,7.836
62900,7.83902
63000,7.84317
63100,7.84781
63200,7.85132
63300,7.85382
63400,7.85712
63500,7.86179
63600,7.86569
63700,7.86917
63800,7.87183
63900,7.87625
64000,7.87912
64100,7.88257
64200,7.88809
64300,7.89148
64400,7.89594
64500,7.90005
64600,7.90332
64700,7.90695
64800,7.91022
64900,7.91391
65000,7.91846
65100,7.92273
65200,7.92609
65300,7.92856
65400,7.9325
65500,7.93677
65600,7.94092
65700,7.94418
65800,7.94763
65900,7.95187
66000,7.95618
66100,7.95911
66200,7.96176
66300,7.96545
66400,7.96912
66500,7.97299
66600,7.97668
66700,7.9809
66800,7.98477
66900,7.98898
67000,7.99164
67100,7.99579
67200,7.99905
67300,8.00348
67400,8.00598
67500,8.00992
67600,8.01376
67700,8.01688
67800,8.0199
67900,8.02411
68000,8.02713
68100,8.03018
68200,8.03479
68300,8.03925
68400,8.04129
68500,8.04459
68600,8.04886
68700,8.05261
68800,8.05646
68900,8.05933
69000,8.06326
69100,8.06638
69200,8.06927
69300,8.07294
69400,8.07632
69500,8.07962
69600,8.08365
69700,8.08728
69800,8.09079
69900,8.09393
70000,8.09671
70100,8.10037
70200,8.10397
70300,8.10742
70400,8.11035
70500,8.11386
70600,8.11682
70700,8.11963
70800,8.12305
70900,8.12534
71000,8.12839
71100,8.13171
71200,8.13538
71300,8.13858
71400,8.14145
71500,8.14407
71600,8.1467
71700,8.15009
71800,8.15286
71900,8.15607
72000,8.1601
72100,8.16425
72200,8.16751
72300,8.17035
72400,8.17361
72500,8.17694
72600,8.18024
72700,8.18283
72800,8.18619
72900,8.18945
73000,8.1925
73100,8.19507
73200,8.19901
73300,8.20242
73400,8.20435
73500,8.20682
73600,8.21063
73700,8.21371
73800,8.21747
73900,8.22037
74000,8.22287
74100,8.2258
74200,8.22888
74300,8.23276
74400,8.23541
74500,8.23868
74600,8.24353
74700,8.2468
74800,8.24963
74900,8.25269
75000,8.25546
75100,8.26151
75200,8.26456
75300,8.2674
75400,8.27032
75500,8.27411
75600,8.27646
75700,8.27994
75800,8.28345
75900,8.28714
76000,8.29092
76100,8.29364
76200,8.29614
76300,8.29883
76400,8.3009
76500,8.30441
76600,8.30728
76700,8.31027
76800,8.31381
76900,8.31671
77000,8.31952
77100,8.32199
77200,8.32471
77300,8.32834
77400,8.3317
77500,8.33438
77600,8.33743
77700,8.33994
77800,8.34256
77900,8.34531
78000,8.34912
78100,8.35129
78200,8.35489
78300,8.35883
78400,8.36139
78500,8.36426
78600,8.36801
78700,8.3717
78800,8.37546
78900,8.37744
79000,8.38007
79100,8.38251
79200,8.38589
79300,8.38931
79400,8.39169
79500,8.39487
79600,8.39713
79700,8.4003
79800,8.40311
79900,8.40707
80000,8.41
80100,8.41153
80200,8.41492
80300,8.41699
80400,8.41989
80500,8.42255
80600,8.42538
80700,8.42798
80800,8.43112
80900,8.43335
81000,8.43588
81100,8.43851
81200,8.44156
81300,8.44458
81400,8.44754
81500,8.44992
81600,8.45294
81700,8.45578
81800,8.45856
81900,8.46152
82000,8.46399
82100,8.46671
82200,8.46936
82300,8.47174
82400,8.47507
82500,8.47717
82600,8.48007
82700,8.48257
82800,8.48624
82900,8.4888
83000,8.4921
83100,8.49493
83200,8.49689
83300,8.49948
83400,8.50223
83500,8.50485
83600,8.50729
83700,8.51062
83800,8.51358
83900,8.51605
84000,8.51889
84100,8.52155
84200,8.52396
84300,8.52567
84400,8.5285
84500,8.53125
84600,8.53491
84700,8.53763
84800,8.54059
84900,8.54288
85000,8.54526
85100,8.54791
85200,8.55093
85300,8.5527
85400,8.55502
85500,8.55804
85600,8.56122
85700,8.56348
85800,8.56686
85900,8.56866
86000,8.57153
86100,8.57364
86200,8.57675
86300,8.5798
86400,8.58203
86500,8.58517
86600,8.58786
86700,8.59
86800,8.59375
86900,8.59515
87000,8.59784
87100,8.60049
87200,8.60339
87300,8.60641
87400,8.60867
87500,8.6113
87600,8.6138
87700,8.61563
87800,8.61734
87900,8.62112
88000,8.62329
88100,8.62585
88200,8.62827
88300,8.63184
88400,8.63449
88500,8.63809
88600,8.64062
88700,8.64273
88800,8.64578
88900,8.64838
89000,8.64993
89100,8.65323
89200,8.65634
89300,8.65887
89400,8.66159
89500,8.66373
89600,8.66592
89700,8.67035
89800,8.67255
89900,8.67511
90000,8.67679
90100,8.67947
90200,8.68204
90300,8.68478
90400,8.68765
90500,8.69022
90600,8.69229
90700,8.69501
90800,8.69659
90900,8.69955
91000,8.70236
91100,8.70474
91200,8.70816
91300,8.71097
91400,8.71295
91500,8.7153
91600,8.71713
91700,8.71967
91800,8.72137
91900,8.72397
92000,8.72617
92100,8.72836
92200,8.73077
92300,8.73425
92400,8.73734
92500,8.73895
92600,8.74142
92700,8.74411
92800,8.74612
92900,8.74768
93000,8.74979
93100,8.75134
93200,8.75336
93300,8.75528
93400,8.75745
93500,8.76068
93600,8.76392
93700,8.76663
93800,8.76923
93900,8.77075
94000,8.77316
94100,8.77539
94200,8.77817
94300,8.77994
94400,8.78143
94500,8.7832
94600,8.78607
94700,8.78836
94800,8.79062
94900,8.79337
95000,8.79483
95100,8.7962
95200,8.79846
95300,8.80121
95400,8.80377
95500,8.80527
95600,8.8078
95700,8.81012
95800,8.81183
95900,8.81409
96000,8.8158
96100,8.81772
96200,8.82095
96300,8.82275
96400,8.82486
96500,8.82761
96600,8.83029
96700,8.83176
96800,8.83389
96900,8.83551
97000,8.83752
97100,8.83966
97200,8.8425
97300,8.84439
97400,8.84692
97500,8.85007
97600,8.85257
97700,8.85437
97800,8.85748
97900,8.85944
98000,8.86191
98100,8.86493
98200,8.86661
98300,8.86932
98400,8.87164
98500,8.87384
98600,8.87668
98700,8.87888
98800,8.88095
98900,8.88254
99000,8.88416
99100,8.88593
99200,8.88843
99300,8.89026
99400,8.89307
99500,8.89575
99600,8.89813
99700,8.90009
99800,8.9028
99900,8.90417
100000,8.90631
